Hexa,Instruction,Type
88f8,"mov al, bh",2-byte
88f9,"mov cl, bh",2-byte
88fa,"mov dl, bh",2-byte
88fb,"mov bl, bh",2-byte
88fc,"mov ah, bh",2-byte
88fd,"mov ch, bh",2-byte
88fe,"mov dh, bh",2-byte
88ff,"mov bh, bh",2-byte
8900,"mov dword ptr [rax], eax",2-byte
8901,"mov dword ptr [rcx], eax",2-byte
8902,"mov dword ptr [rdx], eax",2-byte
8903,"mov dword ptr [rbx], eax",2-byte
8906,"mov dword ptr [rsi], eax",2-byte
8907,"mov dword ptr [rdi], eax",2-byte
8908,"mov dword ptr [rax], ecx",2-byte
8909,"mov dword ptr [rcx], ecx",2-byte
890a,"mov dword ptr [rdx], ecx",2-byte
890b,"mov dword ptr [rbx], ecx",2-byte
890e,"mov dword ptr [rsi], ecx",2-byte
890f,"mov dword ptr [rdi], ecx",2-byte
8910,"mov dword ptr [rax], edx",2-byte
8911,"mov dword ptr [rcx], edx",2-byte
8912,"mov dword ptr [rdx], edx",2-byte
8913,"mov dword ptr [rbx], edx",2-byte
8916,"mov dword ptr [rsi], edx",2-byte
8917,"mov dword ptr [rdi], edx",2-byte
8918,"mov dword ptr [rax], ebx",2-byte
8919,"mov dword ptr [rcx], ebx",2-byte
891a,"mov dword ptr [rdx], ebx",2-byte
891b,"mov dword ptr [rbx], ebx",2-byte
891e,"mov dword ptr [rsi], ebx",2-byte
891f,"mov dword ptr [rdi], ebx",2-byte
8920,"mov dword ptr [rax], esp",2-byte
8921,"mov dword ptr [rcx], esp",2-byte
8922,"mov dword ptr [rdx], esp",2-byte
8923,"mov dword ptr [rbx], esp",2-byte
8926,"mov dword ptr [rsi], esp",2-byte
8927,"mov dword ptr [rdi], esp",2-byte
8928,"mov dword ptr [rax], ebp",2-byte
8929,"mov dword ptr [rcx], ebp",2-byte
892a,"mov dword ptr [rdx], ebp",2-byte
892b,"mov dword ptr [rbx], ebp",2-byte
892e,"mov dword ptr [rsi], ebp",2-byte
892f,"mov dword ptr [rdi], ebp",2-byte
8930,"mov dword ptr [rax], esi",2-byte
8931,"mov dword ptr [rcx], esi",2-byte
8932,"mov dword ptr [rdx], esi",2-byte
8933,"mov dword ptr [rbx], esi",2-byte
8936,"mov dword ptr [rsi], esi",2-byte
8937,"mov dword ptr [rdi], esi",2-byte
8938,"mov dword ptr [rax], edi",2-byte
8939,"mov dword ptr [rcx], edi",2-byte
893a,"mov dword ptr [rdx], edi",2-byte
893b,"mov dword ptr [rbx], edi",2-byte
893e,"mov dword ptr [rsi], edi",2-byte
893f,"mov dword ptr [rdi], edi",2-byte
89c0,"mov eax, eax",2-byte
89c1,"mov ecx, eax",2-byte
89c2,"mov edx, eax",2-byte
89c3,"mov ebx, eax",2-byte
89c4,"mov esp, eax",2-byte
89c5,"mov ebp, eax",2-byte
89c6,"mov esi, eax",2-byte
89c7,"mov edi, eax",2-byte
89c8,"mov eax, ecx",2-byte
89c9,"mov ecx, ecx",2-byte
89ca,"mov edx, ecx",2-byte
89cb,"mov ebx, ecx",2-byte
89cc,"mov esp, ecx",2-byte
89cd,"mov ebp, ecx",2-byte
89ce,"mov esi, ecx",2-byte
89cf,"mov edi, ecx",2-byte
89d0,"mov eax, edx",2-byte
89d1,"mov ecx, edx",2-byte
89d2,"mov edx, edx",2-byte
89d3,"mov ebx, edx",2-byte
89d4,"mov esp, edx",2-byte
89d5,"mov ebp, edx",2-byte
89d6,"mov esi, edx",2-byte
89d7,"mov edi, edx",2-byte
89d8,"mov eax, ebx",2-byte
89d9,"mov ecx, ebx",2-byte
89da,"mov edx, ebx",2-byte
89db,"mov ebx, ebx",2-byte
89dc,"mov esp, ebx",2-byte
89dd,"mov ebp, ebx",2-byte
89de,"mov esi, ebx",2-byte
89df,"mov edi, ebx",2-byte
89e0,"mov eax, esp",2-byte
89e1,"mov ecx, esp",2-byte
89e2,"mov edx, esp",2-byte
89e3,"mov ebx, esp",2-byte
89e4,"mov esp, esp",2-byte
89e5,"mov ebp, esp",2-byte
89e6,"mov esi, esp",2-byte
89e7,"mov edi, esp",2-byte
89e8,"mov eax, ebp",2-byte
89e9,"mov ecx, ebp",2-byte
89ea,"mov edx, ebp",2-byte
89eb,"mov ebx, ebp",2-byte
89ec,"mov esp, ebp",2-byte
89ed,"mov ebp, ebp",2-byte
89ee,"mov esi, ebp",2-byte
89ef,"mov edi, ebp",2-byte
89f0,"mov eax, esi",2-byte
89f1,"mov ecx, esi",2-byte
89f2,"mov edx, esi",2-byte
89f3,"mov ebx, esi",2-byte
89f4,"mov esp, esi",2-byte
89f5,"mov ebp, esi",2-byte
89f6,"mov esi, esi",2-byte
89f7,"mov edi, esi",2-byte
89f8,"mov eax, edi",2-byte
89f9,"mov ecx, edi",2-byte
89fa,"mov edx, edi",2-byte
89fb,"mov ebx, edi",2-byte
89fc,"mov esp, edi",2-byte
89fd,"mov ebp, edi",2-byte
89fe,"mov esi, edi",2-byte
89ff,"mov edi, edi",2-byte
8a00,"mov al, byte ptr [rax]",2-byte
8a01,"mov al, byte ptr [rcx]",2-byte
8a02,"mov al, byte ptr [rdx]",2-byte
8a03,"mov al, byte ptr [rbx]",2-byte
8a06,"mov al, byte ptr [rsi]",2-byte
8a07,"mov al, byte ptr [rdi]",2-byte
8a08,"mov cl, byte ptr [rax]",2-byte
8a09,"mov cl, byte ptr [rcx]",2-byte
8a0a,"mov cl, byte ptr [rdx]",2-byte
8a0b,"mov cl, byte ptr [rbx]",2-byte
8a0e,"mov cl, byte ptr [rsi]",2-byte
8a0f,"mov cl, byte ptr [rdi]",2-byte
8a10,"mov dl, byte ptr [rax]",2-byte
8a11,"mov dl, byte ptr [rcx]",2-byte
8a12,"mov dl, byte ptr [rdx]",2-byte
8a13,"mov dl, byte ptr [rbx]",2-byte
8a16,"mov dl, byte ptr [rsi]",2-byte
8a17,"mov dl, byte ptr [rdi]",2-byte
8a18,"mov bl, byte ptr [rax]",2-byte
8a19,"mov bl, byte ptr [rcx]",2-byte
8a1a,"mov bl, byte ptr [rdx]",2-byte
8a1b,"mov bl, byte ptr [rbx]",2-byte
8a1e,"mov bl, byte ptr [rsi]",2-byte
8a1f,"mov bl, byte ptr [rdi]",2-byte
8a20,"mov ah, byte ptr [rax]",2-byte
8a21,"mov ah, byte ptr [rcx]",2-byte
8a22,"mov ah, byte ptr [rdx]",2-byte
8a23,"mov ah, byte ptr [rbx]",2-byte
8a26,"mov ah, byte ptr [rsi]",2-byte
8a27,"mov ah, byte ptr [rdi]",2-byte
8a28,"mov ch, byte ptr [rax]",2-byte
8a29,"mov ch, byte ptr [rcx]",2-byte
8a2a,"mov ch, byte ptr [rdx]",2-byte
8a2b,"mov ch, byte ptr [rbx]",2-byte
8a2e,"mov ch, byte ptr [rsi]",2-byte
8a2f,"mov ch, byte ptr [rdi]",2-byte
8a30,"mov dh, byte ptr [rax]",2-byte
8a31,"mov dh, byte ptr [rcx]",2-byte
8a32,"mov dh, byte ptr [rdx]",2-byte
8a33,"mov dh, byte ptr [rbx]",2-byte
8a36,"mov dh, byte ptr [rsi]",2-byte
8a37,"mov dh, byte ptr [rdi]",2-byte
8a38,"mov bh, byte ptr [rax]",2-byte
8a39,"mov bh, byte ptr [rcx]",2-byte
8a3a,"mov bh, byte ptr [rdx]",2-byte
8a3b,"mov bh, byte ptr [rbx]",2-byte
8a3e,"mov bh, byte ptr [rsi]",2-byte
8a3f,"mov bh, byte ptr [rdi]",2-byte
8ac0,"mov al, al",2-byte
8ac1,"mov al, cl",2-byte
8ac2,"mov al, dl",2-byte
8ac3,"mov al, bl",2-byte
8ac4,"mov al, ah",2-byte
8ac5,"mov al, ch",2-byte
8ac6,"mov al, dh",2-byte
8ac7,"mov al, bh",2-byte
8ac8,"mov cl, al",2-byte
8ac9,"mov cl, cl",2-byte
8aca,"mov cl, dl",2-byte
8acb,"mov cl, bl",2-byte
8acc,"mov cl, ah",2-byte
8acd,"mov cl, ch",2-byte
8ace,"mov cl, dh",2-byte
8acf,"mov cl, bh",2-byte
8ad0,"mov dl, al",2-byte
8ad1,"mov dl, cl",2-byte
8ad2,"mov dl, dl",2-byte
8ad3,"mov dl, bl",2-byte
8ad4,"mov dl, ah",2-byte
8ad5,"mov dl, ch",2-byte
8ad6,"mov dl, dh",2-byte
8ad7,"mov dl, bh",2-byte
8ad8,"mov bl, al",2-byte
8ad9,"mov bl, cl",2-byte
8ada,"mov bl, dl",2-byte
8adb,"mov bl, bl",2-byte
8adc,"mov bl, ah",2-byte
8add,"mov bl, ch",2-byte
8ade,"mov bl, dh",2-byte
8adf,"mov bl, bh",2-byte
8ae0,"mov ah, al",2-byte
8ae1,"mov ah, cl",2-byte
8ae2,"mov ah, dl",2-byte
8ae3,"mov ah, bl",2-byte
8ae4,"mov ah, ah",2-byte
8ae5,"mov ah, ch",2-byte
8ae6,"mov ah, dh",2-byte
8ae7,"mov ah, bh",2-byte
8ae8,"mov ch, al",2-byte
8ae9,"mov ch, cl",2-byte
8aea,"mov ch, dl",2-byte
8aeb,"mov ch, bl",2-byte
8aec,"mov ch, ah",2-byte
8aed,"mov ch, ch",2-byte
8aee,"mov ch, dh",2-byte
8aef,"mov ch, bh",2-byte
8af0,"mov dh, al",2-byte
8af1,"mov dh, cl",2-byte
8af2,"mov dh, dl",2-byte
8af3,"mov dh, bl",2-byte
8af4,"mov dh, ah",2-byte
8af5,"mov dh, ch",2-byte
8af6,"mov dh, dh",2-byte
8af7,"mov dh, bh",2-byte
8af8,"mov bh, al",2-byte
8af9,"mov bh, cl",2-byte
8afa,"mov bh, dl",2-byte
8afb,"mov bh, bl",2-byte
8afc,"mov bh, ah",2-byte
8afd,"mov bh, ch",2-byte
8afe,"mov bh, dh",2-byte
8aff,"mov bh, bh",2-byte
8b00,"mov eax, dword ptr [rax]",2-byte
8b01,"mov eax, dword ptr [rcx]",2-byte
8b02,"mov eax, dword ptr [rdx]",2-byte
8b03,"mov eax, dword ptr [rbx]",2-byte
8b06,"mov eax, dword ptr [rsi]",2-byte
8b07,"mov eax, dword ptr [rdi]",2-byte
8b08,"mov ecx, dword ptr [rax]",2-byte
8b09,"mov ecx, dword ptr [rcx]",2-byte
8b0a,"mov ecx, dword ptr [rdx]",2-byte
8b0b,"mov ecx, dword ptr [rbx]",2-byte
8b0e,"mov ecx, dword ptr [rsi]",2-byte
8b0f,"mov ecx, dword ptr [rdi]",2-byte
8b10,"mov edx, dword ptr [rax]",2-byte
8b11,"mov edx, dword ptr [rcx]",2-byte
8b12,"mov edx, dword ptr [rdx]",2-byte
8b13,"mov edx, dword ptr [rbx]",2-byte
8b16,"mov edx, dword ptr [rsi]",2-byte
8b17,"mov edx, dword ptr [rdi]",2-byte
8b18,"mov ebx, dword ptr [rax]",2-byte
8b19,"mov ebx, dword ptr [rcx]",2-byte
8b1a,"mov ebx, dword ptr [rdx]",2-byte
8b1b,"mov ebx, dword ptr [rbx]",2-byte
8b1e,"mov ebx, dword ptr [rsi]",2-byte
8b1f,"mov ebx, dword ptr [rdi]",2-byte
8b20,"mov esp, dword ptr [rax]",2-byte
8b21,"mov esp, dword ptr [rcx]",2-byte
8b22,"mov esp, dword ptr [rdx]",2-byte
8b23,"mov esp, dword ptr [rbx]",2-byte
8b26,"mov esp, dword ptr [rsi]",2-byte
8b27,"mov esp, dword ptr [rdi]",2-byte
8b28,"mov ebp, dword ptr [rax]",2-byte
8b29,"mov ebp, dword ptr [rcx]",2-byte
8b2a,"mov ebp, dword ptr [rdx]",2-byte
8b2b,"mov ebp, dword ptr [rbx]",2-byte
8b2e,"mov ebp, dword ptr [rsi]",2-byte
8b2f,"mov ebp, dword ptr [rdi]",2-byte
8b30,"mov esi, dword ptr [rax]",2-byte
8b31,"mov esi, dword ptr [rcx]",2-byte
8b32,"mov esi, dword ptr [rdx]",2-byte
8b33,"mov esi, dword ptr [rbx]",2-byte
8b36,"mov esi, dword ptr [rsi]",2-byte
8b37,"mov esi, dword ptr [rdi]",2-byte
8b38,"mov edi, dword ptr [rax]",2-byte
8b39,"mov edi, dword ptr [rcx]",2-byte
8b3a,"mov edi, dword ptr [rdx]",2-byte
8b3b,"mov edi, dword ptr [rbx]",2-byte
8b3e,"mov edi, dword ptr [rsi]",2-byte
8b3f,"mov edi, dword ptr [rdi]",2-byte
8bc0,"mov eax, eax",2-byte
8bc1,"mov eax, ecx",2-byte
8bc2,"mov eax, edx",2-byte
8bc3,"mov eax, ebx",2-byte
8bc4,"mov eax, esp",2-byte
8bc5,"mov eax, ebp",2-byte
8bc6,"mov eax, esi",2-byte
8bc7,"mov eax, edi",2-byte
8bc8,"mov ecx, eax",2-byte
8bc9,"mov ecx, ecx",2-byte
8bca,"mov ecx, edx",2-byte
8bcb,"mov ecx, ebx",2-byte
8bcc,"mov ecx, esp",2-byte
8bcd,"mov ecx, ebp",2-byte
8bce,"mov ecx, esi",2-byte
8bcf,"mov ecx, edi",2-byte
8bd0,"mov edx, eax",2-byte
8bd1,"mov edx, ecx",2-byte
8bd2,"mov edx, edx",2-byte
8bd3,"mov edx, ebx",2-byte
8bd4,"mov edx, esp",2-byte
8bd5,"mov edx, ebp",2-byte
8bd6,"mov edx, esi",2-byte
8bd7,"mov edx, edi",2-byte
8bd8,"mov ebx, eax",2-byte
8bd9,"mov ebx, ecx",2-byte
8bda,"mov ebx, edx",2-byte
8bdb,"mov ebx, ebx",2-byte
8bdc,"mov ebx, esp",2-byte
8bdd,"mov ebx, ebp",2-byte
8bde,"mov ebx, esi",2-byte
8bdf,"mov ebx, edi",2-byte
8be0,"mov esp, eax",2-byte
8be1,"mov esp, ecx",2-byte
8be2,"mov esp, edx",2-byte
8be3,"mov esp, ebx",2-byte
8be4,"mov esp, esp",2-byte
8be5,"mov esp, ebp",2-byte
8be6,"mov esp, esi",2-byte
8be7,"mov esp, edi",2-byte
8be8,"mov ebp, eax",2-byte
8be9,"mov ebp, ecx",2-byte
8bea,"mov ebp, edx",2-byte
8beb,"mov ebp, ebx",2-byte
8bec,"mov ebp, esp",2-byte
8bed,"mov ebp, ebp",2-byte
8bee,"mov ebp, esi",2-byte
8bef,"mov ebp, edi",2-byte
8bf0,"mov esi, eax",2-byte
8bf1,"mov esi, ecx",2-byte
8bf2,"mov esi, edx",2-byte
8bf3,"mov esi, ebx",2-byte
8bf4,"mov esi, esp",2-byte
8bf5,"mov esi, ebp",2-byte
8bf6,"mov esi, esi",2-byte
8bf7,"mov esi, edi",2-byte
8bf8,"mov edi, eax",2-byte
8bf9,"mov edi, ecx",2-byte
8bfa,"mov edi, edx",2-byte
8bfb,"mov edi, ebx",2-byte
8bfc,"mov edi, esp",2-byte
8bfd,"mov edi, ebp",2-byte
8bfe,"mov edi, esi",2-byte
8bff,"mov edi, edi",2-byte
8c00,"mov word ptr [rax], es",2-byte
8c01,"mov word ptr [rcx], es",2-byte
8c02,"mov word ptr [rdx], es",2-byte
8c03,"mov word ptr [rbx], es",2-byte
8c06,"mov word ptr [rsi], es",2-byte
8c07,"mov word ptr [rdi], es",2-byte
8c08,"mov word ptr [rax], cs",2-byte
8c09,"mov word ptr [rcx], cs",2-byte
8c0a,"mov word ptr [rdx], cs",2-byte
8c0b,"mov word ptr [rbx], cs",2-byte
8c0e,"mov word ptr [rsi], cs",2-byte
8c0f,"mov word ptr [rdi], cs",2-byte
8c10,"mov word ptr [rax], ss",2-byte
8c11,"mov word ptr [rcx], ss",2-byte
8c12,"mov word ptr [rdx], ss",2-byte
8c13,"mov word ptr [rbx], ss",2-byte
8c16,"mov word ptr [rsi], ss",2-byte
8c17,"mov word ptr [rdi], ss",2-byte
8c18,"mov word ptr [rax], ds",2-byte
8c19,"mov word ptr [rcx], ds",2-byte
8c1a,"mov word ptr [rdx], ds",2-byte
8c1b,"mov word ptr [rbx], ds",2-byte
8c1e,"mov word ptr [rsi], ds",2-byte
8c1f,"mov word ptr [rdi], ds",2-byte
8c20,"mov word ptr [rax], fs",2-byte
8c21,"mov word ptr [rcx], fs",2-byte
8c22,"mov word ptr [rdx], fs",2-byte
8c23,"mov word ptr [rbx], fs",2-byte
8c26,"mov word ptr [rsi], fs",2-byte
8c27,"mov word ptr [rdi], fs",2-byte
8c28,"mov word ptr [rax], gs",2-byte
8c29,"mov word ptr [rcx], gs",2-byte
8c2a,"mov word ptr [rdx], gs",2-byte
8c2b,"mov word ptr [rbx], gs",2-byte
8c2e,"mov word ptr [rsi], gs",2-byte
8c2f,"mov word ptr [rdi], gs",2-byte
8cc0,"mov eax, es",2-byte
8cc1,"mov ecx, es",2-byte
8cc2,"mov edx, es",2-byte
8cc3,"mov ebx, es",2-byte
8cc4,"mov esp, es",2-byte
8cc5,"mov ebp, es",2-byte
8cc6,"mov esi, es",2-byte
8cc7,"mov edi, es",2-byte
8cc8,"mov eax, cs",2-byte
8cc9,"mov ecx, cs",2-byte
8cca,"mov edx, cs",2-byte
8ccb,"mov ebx, cs",2-byte
8ccc,"mov esp, cs",2-byte
8ccd,"mov ebp, cs",2-byte
8cce,"mov esi, cs",2-byte
8ccf,"mov edi, cs",2-byte
8cd0,"mov eax, ss",2-byte
8cd1,"mov ecx, ss",2-byte
8cd2,"mov edx, ss",2-byte
8cd3,"mov ebx, ss",2-byte
8cd4,"mov esp, ss",2-byte
8cd5,"mov ebp, ss",2-byte
8cd6,"mov esi, ss",2-byte
8cd7,"mov edi, ss",2-byte
8cd8,"mov eax, ds",2-byte
8cd9,"mov ecx, ds",2-byte
8cda,"mov edx, ds",2-byte
8cdb,"mov ebx, ds",2-byte
8cdc,"mov esp, ds",2-byte
8cdd,"mov ebp, ds",2-byte
8cde,"mov esi, ds",2-byte
8cdf,"mov edi, ds",2-byte
8ce0,"mov eax, fs",2-byte
8ce1,"mov ecx, fs",2-byte
8ce2,"mov edx, fs",2-byte
8ce3,"mov ebx, fs",2-byte
8ce4,"mov esp, fs",2-byte
8ce5,"mov ebp, fs",2-byte
8ce6,"mov esi, fs",2-byte
8ce7,"mov edi, fs",2-byte
8ce8,"mov eax, gs",2-byte
8ce9,"mov ecx, gs",2-byte
8cea,"mov edx, gs",2-byte
8ceb,"mov ebx, gs",2-byte
8cec,"mov esp, gs",2-byte
8ced,"mov ebp, gs",2-byte
8cee,"mov esi, gs",2-byte
8cef,"mov edi, gs",2-byte
8d00,"lea eax, [rax]",2-byte
8d01,"lea eax, [rcx]",2-byte
8d02,"lea eax, [rdx]",2-byte
8d03,"lea eax, [rbx]",2-byte
8d06,"lea eax, [rsi]",2-byte
8d07,"lea eax, [rdi]",2-byte
8d08,"lea ecx, [rax]",2-byte
8d09,"lea ecx, [rcx]",2-byte
8d0a,"lea ecx, [rdx]",2-byte
8d0b,"lea ecx, [rbx]",2-byte
8d0e,"lea ecx, [rsi]",2-byte
8d0f,"lea ecx, [rdi]",2-byte
8d10,"lea edx, [rax]",2-byte
8d11,"lea edx, [rcx]",2-byte
8d12,"lea edx, [rdx]",2-byte
8d13,"lea edx, [rbx]",2-byte
8d16,"lea edx, [rsi]",2-byte
8d17,"lea edx, [rdi]",2-byte
8d18,"lea ebx, [rax]",2-byte
8d19,"lea ebx, [rcx]",2-byte
8d1a,"lea ebx, [rdx]",2-byte
8d1b,"lea ebx, [rbx]",2-byte
8d1e,"lea ebx, [rsi]",2-byte
8d1f,"lea ebx, [rdi]",2-byte
8d20,"lea esp, [rax]",2-byte
8d21,"lea esp, [rcx]",2-byte
8d22,"lea esp, [rdx]",2-byte
8d23,"lea esp, [rbx]",2-byte
8d26,"lea esp, [rsi]",2-byte
8d27,"lea esp, [rdi]",2-byte
8d28,"lea ebp, [rax]",2-byte
8d29,"lea ebp, [rcx]",2-byte
8d2a,"lea ebp, [rdx]",2-byte
8d2b,"lea ebp, [rbx]",2-byte
8d2e,"lea ebp, [rsi]",2-byte
8d2f,"lea ebp, [rdi]",2-byte
8d30,"lea esi, [rax]",2-byte
8d31,"lea esi, [rcx]",2-byte
8d32,"lea esi, [rdx]",2-byte
8d33,"lea esi, [rbx]",2-byte
8d36,"lea esi, [rsi]",2-byte
8d37,"lea esi, [rdi]",2-byte
8d38,"lea edi, [rax]",2-byte
8d39,"lea edi, [rcx]",2-byte
8d3a,"lea edi, [rdx]",2-byte
8d3b,"lea edi, [rbx]",2-byte
8d3e,"lea edi, [rsi]",2-byte
8d3f,"lea edi, [rdi]",2-byte
8e00,"mov es, word ptr [rax]",2-byte
8e01,"mov es, word ptr [rcx]",2-byte
8e02,"mov es, word ptr [rdx]",2-byte
8e03,"mov es, word ptr [rbx]",2-byte
8e06,"mov es, word ptr [rsi]",2-byte
8e07,"mov es, word ptr [rdi]",2-byte
8e08,"mov cs, word ptr [rax]",2-byte
8e09,"mov cs, word ptr [rcx]",2-byte
8e0a,"mov cs, word ptr [rdx]",2-byte
8e0b,"mov cs, word ptr [rbx]",2-byte
8e0e,"mov cs, word ptr [rsi]",2-byte
8e0f,"mov cs, word ptr [rdi]",2-byte
8e10,"mov ss, word ptr [rax]",2-byte
8e11,"mov ss, word ptr [rcx]",2-byte
8e12,"mov ss, word ptr [rdx]",2-byte
8e13,"mov ss, word ptr [rbx]",2-byte
8e16,"mov ss, word ptr [rsi]",2-byte
8e17,"mov ss, word ptr [rdi]",2-byte
8e18,"mov ds, word ptr [rax]",2-byte
8e19,"mov ds, word ptr [rcx]",2-byte
8e1a,"mov ds, word ptr [rdx]",2-byte
8e1b,"mov ds, word ptr [rbx]",2-byte
8e1e,"mov ds, word ptr [rsi]",2-byte
8e1f,"mov ds, word ptr [rdi]",2-byte
8e20,"mov fs, word ptr [rax]",2-byte
8e21,"mov fs, word ptr [rcx]",2-byte
8e22,"mov fs, word ptr [rdx]",2-byte
8e23,"mov fs, word ptr [rbx]",2-byte
8e26,"mov fs, word ptr [rsi]",2-byte
8e27,"mov fs, word ptr [rdi]",2-byte
8e28,"mov gs, word ptr [rax]",2-byte
8e29,"mov gs, word ptr [rcx]",2-byte
8e2a,"mov gs, word ptr [rdx]",2-byte
8e2b,"mov gs, word ptr [rbx]",2-byte
8e2e,"mov gs, word ptr [rsi]",2-byte
8e2f,"mov gs, word ptr [rdi]",2-byte
8ec0,"mov es, eax",2-byte
8ec1,"mov es, ecx",2-byte
8ec2,"mov es, edx",2-byte
8ec3,"mov es, ebx",2-byte
8ec4,"mov es, esp",2-byte
8ec5,"mov es, ebp",2-byte
8ec6,"mov es, esi",2-byte
8ec7,"mov es, edi",2-byte
8ec8,"mov cs, eax",2-byte
8ec9,"mov cs, ecx",2-byte
8eca,"mov cs, edx",2-byte
8ecb,"mov cs, ebx",2-byte
8ecc,"mov cs, esp",2-byte
8ecd,"mov cs, ebp",2-byte
8ece,"mov cs, esi",2-byte
8ecf,"mov cs, edi",2-byte
8ed0,"mov ss, eax",2-byte
8ed1,"mov ss, ecx",2-byte
8ed2,"mov ss, edx",2-byte
8ed3,"mov ss, ebx",2-byte
8ed4,"mov ss, esp",2-byte
8ed5,"mov ss, ebp",2-byte
8ed6,"mov ss, esi",2-byte
8ed7,"mov ss, edi",2-byte
8ed8,"mov ds, eax",2-byte
8ed9,"mov ds, ecx",2-byte
8eda,"mov ds, edx",2-byte
8edb,"mov ds, ebx",2-byte
8edc,"mov ds, esp",2-byte
8edd,"mov ds, ebp",2-byte
8ede,"mov ds, esi",2-byte
8edf,"mov ds, edi",2-byte
8ee0,"mov fs, eax",2-byte
8ee1,"mov fs, ecx",2-byte
8ee2,"mov fs, edx",2-byte
8ee3,"mov fs, ebx",2-byte
8ee4,"mov fs, esp",2-byte
8ee5,"mov fs, ebp",2-byte
8ee6,"mov fs, esi",2-byte
8ee7,"mov fs, edi",2-byte
8ee8,"mov gs, eax",2-byte
8ee9,"mov gs, ecx",2-byte
8eea,"mov gs, edx",2-byte
8eeb,"mov gs, ebx",2-byte
8eec,"mov gs, esp",2-byte
8eed,"mov gs, ebp",2-byte
8eee,"mov gs, esi",2-byte
8eef,"mov gs, edi",2-byte
8f00,pop qword ptr [rax],2-byte
8f01,pop qword ptr [rcx],2-byte
8f02,pop qword ptr [rdx],2-byte
8f03,pop qword ptr [rbx],2-byte
8f06,pop qword ptr [rsi],2-byte
8f07,pop qword ptr [rdi],2-byte
a800,"test al, 0",2-byte
a801,"test al, 1",2-byte
a802,"test al, 2",2-byte
a803,"test al, 3",2-byte
a804,"test al, 4",2-byte
a805,"test al, 5",2-byte
a806,"test al, 6",2-byte
a807,"test al, 7",2-byte
a808,"test al, 8",2-byte
a809,"test al, 9",2-byte
a80a,"test al, 0xa",2-byte
a80b,"test al, 0xb",2-byte
a80c,"test al, 0xc",2-byte
a80d,"test al, 0xd",2-byte
a80e,"test al, 0xe",2-byte
a80f,"test al, 0xf",2-byte
a810,"test al, 0x10",2-byte
a811,"test al, 0x11",2-byte
a812,"test al, 0x12",2-byte
a813,"test al, 0x13",2-byte
a814,"test al, 0x14",2-byte
a815,"test al, 0x15",2-byte
a816,"test al, 0x16",2-byte
a817,"test al, 0x17",2-byte
a818,"test al, 0x18",2-byte
a819,"test al, 0x19",2-byte
a81a,"test al, 0x1a",2-byte
a81b,"test al, 0x1b",2-byte
a81c,"test al, 0x1c",2-byte
a81d,"test al, 0x1d",2-byte
a81e,"test al, 0x1e",2-byte
a81f,"test al, 0x1f",2-byte
a820,"test al, 0x20",2-byte
a821,"test al, 0x21",2-byte
a822,"test al, 0x22",2-byte
a823,"test al, 0x23",2-byte
a824,"test al, 0x24",2-byte
a825,"test al, 0x25",2-byte
a826,"test al, 0x26",2-byte
a827,"test al, 0x27",2-byte
a828,"test al, 0x28",2-byte
a829,"test al, 0x29",2-byte
a82a,"test al, 0x2a",2-byte
a82b,"test al, 0x2b",2-byte
a82c,"test al, 0x2c",2-byte
a82d,"test al, 0x2d",2-byte
a82e,"test al, 0x2e",2-byte
a82f,"test al, 0x2f",2-byte
a830,"test al, 0x30",2-byte
a831,"test al, 0x31",2-byte
a832,"test al, 0x32",2-byte
a833,"test al, 0x33",2-byte
a834,"test al, 0x34",2-byte
a835,"test al, 0x35",2-byte
a836,"test al, 0x36",2-byte
a837,"test al, 0x37",2-byte
a838,"test al, 0x38",2-byte
a839,"test al, 0x39",2-byte
a83a,"test al, 0x3a",2-byte
a83b,"test al, 0x3b",2-byte
a83c,"test al, 0x3c",2-byte
a83d,"test al, 0x3d",2-byte
a83e,"test al, 0x3e",2-byte
a83f,"test al, 0x3f",2-byte
a840,"test al, 0x40",2-byte
a841,"test al, 0x41",2-byte
a842,"test al, 0x42",2-byte
a843,"test al, 0x43",2-byte
a844,"test al, 0x44",2-byte
a845,"test al, 0x45",2-byte
a846,"test al, 0x46",2-byte
a847,"test al, 0x47",2-byte
a848,"test al, 0x48",2-byte
a849,"test al, 0x49",2-byte
a84a,"test al, 0x4a",2-byte
a84b,"test al, 0x4b",2-byte
a84c,"test al, 0x4c",2-byte
a84d,"test al, 0x4d",2-byte
a84e,"test al, 0x4e",2-byte
a84f,"test al, 0x4f",2-byte
a850,"test al, 0x50",2-byte
a851,"test al, 0x51",2-byte
a852,"test al, 0x52",2-byte
a853,"test al, 0x53",2-byte
a854,"test al, 0x54",2-byte
a855,"test al, 0x55",2-byte
a856,"test al, 0x56",2-byte
a857,"test al, 0x57",2-byte
a858,"test al, 0x58",2-byte
a859,"test al, 0x59",2-byte
a85a,"test al, 0x5a",2-byte
a85b,"test al, 0x5b",2-byte
a85c,"test al, 0x5c",2-byte
a85d,"test al, 0x5d",2-byte
a85e,"test al, 0x5e",2-byte
a85f,"test al, 0x5f",2-byte
a860,"test al, 0x60",2-byte
a861,"test al, 0x61",2-byte
a862,"test al, 0x62",2-byte
a863,"test al, 0x63",2-byte
a864,"test al, 0x64",2-byte
a865,"test al, 0x65",2-byte
a866,"test al, 0x66",2-byte
